activity_id,molecule_chembl_id,canonical_smiles,assay_chembl_id,assay_description,assay_type,assay_organism,assay_cell_type,assay_tissue,cell_chembl_id,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value,bao_endpoint,target_chembl_id,target_pref_name,target_type,target_organism,target_components,target_gene_symbols,document_chembl_id,document_journal,document_year,document_title,document_doi,document_pubmed_id,source_id,source_description,source_release,source_url
15257954,CHEMBL1729,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,CHEMBL3430633,Inhibition of hERG K channel,F,,,,,IC50,6.5,nM,=,,8.19,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257955,CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,CHEMBL3430634,Inhibition of hERG K channel,F,,,,,IC50,1390.0,nM,=,,5.86,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257956,CHEMBL23,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CHEMBL3430635,Inhibition of hERG K channel,F,,,,,IC50,17300.0,nM,=,,4.76,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257957,CHEMBL657,CN(C)CCOC(c1ccccc1)c1ccccc1,CHEMBL3430636,Inhibition of hERG K channel,F,,,,,IC50,5200.0,nM,=,,5.28,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257958,CHEMBL473,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,CHEMBL3430637,Inhibition of hERG K channel,F,,,,,IC50,5.0,nM,=,,8.30,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257959,CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CHEMBL3430638,Inhibition of hERG K channel,F,,,,,IC50,3100.0,nM,=,,5.51,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257960,CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,CHEMBL3430639,Inhibition of hERG K channel,F,,,,,IC50,27.0,nM,=,,7.57,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257961,CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,CHEMBL3430640,Inhibition of hERG K channel,F,,,,,IC50,3400.0,nM,=,,5.47,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257962,CHEMBL558,Cc1cccc(C)c1OCC(C)N,CHEMBL3430641,Inhibition of hERG K channel,F,,,,,IC50,10000.0,nM,>,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257963,CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,CHEMBL3430642,Inhibition of hERG K channel,F,,,,,IC50,1800.0,nM,=,,5.75,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257964,CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CHEMBL3430643,Inhibition of hERG K channel,F,,,,,IC50,275000.0,nM,=,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257965,CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,CHEMBL3430644,Inhibition of hERG K channel,F,,,,,IC50,10000.0,nM,=,,5.00,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257966,CHEMBL16,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,CHEMBL3430645,Inhibition of hERG K channel,F,,,,,IC50,100000.0,nM,=,,4.00,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257967,CHEMBL1423,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CHEMBL3430646,Inhibition of hERG K channel,F,,,,,IC50,20.0,nM,=,,7.70,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257969,CHEMBL631,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CHEMBL3430648,Inhibition of hERG K channel,F,,,,,IC50,440.0,nM,=,,6.36,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257970,CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,CHEMBL3430649,Inhibition of hERG K channel,F,,,,,IC50,2828.0,nM,=,,5.55,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257971,CHEMBL716,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,CHEMBL3430650,Inhibition of hERG K channel,F,,,,,IC50,5800.0,nM,=,,5.24,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257972,CHEMBL1294,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,CHEMBL3430651,Inhibition of hERG K channel,F,,,,,IC50,300.0,nM,=,,6.52,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257973,CHEMBL85,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CHEMBL3430652,Inhibition of hERG K channel,F,,,,,IC50,150.0,nM,=,,6.82,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257974,CHEMBL12713,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,CHEMBL3430653,Inhibition of hERG K channel,F,,,,,IC50,14.0,nM,=,,7.85,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257975,CHEMBL113461,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1,CHEMBL3430654,Inhibition of hERG K channel,F,,,,,IC50,2500.0,nM,=,,5.60,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257976,CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL3430655,Inhibition of hERG K channel,F,,,,,IC50,8.9,nM,=,,8.05,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257977,CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CHEMBL3430656,Inhibition of hERG K channel,F,,,,,IC50,33.0,nM,=,,7.48,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15257978,CHEMBL6966,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,CHEMBL3430657,Inhibition of hERG K channel,F,,,,,IC50,143.0,nM,=,,6.84,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL3430321,Cardiovasc Res,2011,Simulation of multiple ion channel block provides improved early prediction of compounds' clinical torsadogenic risk.,10.1093/cvr/cvr044,21300721,1,Scientific Literature,,
15701755,CHEMBL3612693,O=S(=O)(NCCCN1c2ccccc2CCc2ccc(Cl)cc21)c1ccc(OC(F)(F)F)cc1,CHEMBL3616111,Displacement of [125-I]-dendrotoxin from Kv channel (unknown origin) at 0.1 to 10 mM,B,Homo sapiens,,,,Inhibition,,%,,Not Active,,BAO_0000201,CHEMBL2362996,Voltage-gated potassium channel,PROTEIN FAMILY,Homo sapiens,O43525 | Potassium voltage-gated channel subfamily KQT member 3; O43526 | Potassium voltage-gated channel subfamily KQT member 2; O95259 | Voltage-gated delayed rectifier potassium channel KCNH1; P16389 | Potassium voltage-gated channel subfamily A member 2; P17658 | Potassium voltage-gated channel subfamily A member 6; P22001 | Potassium voltage-gated channel subfamily A member 3; P22459 | Potassium voltage-gated channel subfamily A member 4; P22460 | Potassium voltage-gated channel subfamily A member 5; P48547 | Voltage-gated potassium channel KCNC1; P51787 | Potassium voltage-gated channel subfamily KQT member 1; P56696 | Potassium voltage-gated channel subfamily KQT member 4; Q03721 | Voltage-gated potassium channel KCNC4; Q09470 | Potassium voltage-gated channel subfamily A member 1; Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2; Q14003 | Voltage-gated potassium channel KCNC3; Q14721 | Potassium voltage-gated channel subfamily B member 1; Q16322 | Potassium voltage-gated channel subfamily A member 10; Q6PIU1 | Potassium voltage-gated channel subfamily V member 1; Q8NCM2 | Voltage-gated delayed rectifier potassium channel KCNH5; Q8TAE7 | Voltage-gated potassium channel regulatory subunit KCNG3; Q8TDN1 | Voltage-gated potassium channel regulatory subunit KCNG4; Q8TDN2 | Potassium voltage-gated channel subfamily V member 2; Q92953 | Potassium voltage-gated channel subfamily B member 2; Q96KK3 | Delayed-rectifier potassium channel regulatory subunit KCNS1; Q96L42 | Voltage-gated delayed rectifier potassium channel KCNH8; Q96PR1 | Voltage-gated potassium channel KCNC2; Q96RP8 | Potassium voltage-gated channel subfamily A member 7; Q9BQ31 | Delayed-rectifier potassium channel regulatory subunit KCNS3; Q9H252 | Voltage-gated inwardly rectifying potassium channel KCNH6; Q9H3M0 | Voltage-gated potassium channel regulatory subunit KCNF1; Q9NR82 | Potassium voltage-gated channel subfamily KQT member 5; Q9NS40 | Voltage-gated inwardly rectifying potassium channel KCNH7; Q9NSA2 | A-type voltage-gated potassium channel KCND1; Q9NZV8 | A-type voltage-gated potassium channel KCND2; Q9UIX4 | Voltage-gated potassium channel regulatory subunit KCNG1; Q9UJ96 | Voltage-gated potassium channel regulatory subunit KCNG2; Q9UK17 | A-type voltage-gated potassium channel KCND3; Q9ULD8 | Voltage-gated inwardly rectifying potassium channel KCNH3; Q9ULS6 | Delayed-rectifier potassium channel regulatory subunit KCNS2; Q9UQ05 | Voltage-gated delayed rectifier potassium channel KCNH4,BEC1; BEC2; DRK1; EAG1; EAG1 GN; EAG2; ELK1; ELK2; ELK3; ERG; ERG-1; ERG-2; ERG-3; ERG1; ERG2; ERG3; H-ERG; HERG; HGK5; HLK3; HPCN1; HPCN2; HPCN3; KCNA1; KCNA10; KCNA2; KCNA3; KCNA4; KCNA4L; KCNA5; KCNA6; KCNA7; KCNA9; KCNA9 GN; KCNB1; KCNB2; KCNC1; KCNC2; KCNC3; KCNC4; KCND1; KCND2; KCND3; KCNF1; KCNF2; KCNG1; KCNG2; KCNG3; KCNG4; KCNH1; KCNH2; KCNH3; KCNH4; KCNH5; KCNH6; KCNH7; KCNH8; KCNQ1; KCNQ2; KCNQ3; KCNQ4; KCNQ5; KCNS1; KCNS2; KCNS3; KCNV1; KCNV2; KIAA1044; KIAA1144; KIAA1282; KSHIIIC; KSHIIID; KVLQT1; NGK1; NGK2; Synonyms=C1orf30; Synonyms=EAG; Synonyms=EAG2; Synonyms=ERG; Synonyms=KCNA8; Synonyms=KCNF2,CHEMBL3611968,Bioorg Med Chem,2015,Reengineered tricyclic anti-cancer agents.,10.1016/j.bmc.2015.07.007,26372073,1,Scientific Literature,,
15710578,CHEMBL3613642,CC(C)N1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc(C(F)(F)F)cc3[N+](=O)[O-])cc2)CC1,CHEMBL3616237,Binding affinity to potassium channel (unknown origin) assessed as inhibition of control specific binding at 10 uM,B,Homo sapiens,,,,Inhibition,-25.0,%,=,,,BAO_0000201,CHEMBL2362996,Voltage-gated potassium channel,PROTEIN FAMILY,Homo sapiens,O43525 | Potassium voltage-gated channel subfamily KQT member 3; O43526 | Potassium voltage-gated channel subfamily KQT member 2; O95259 | Voltage-gated delayed rectifier potassium channel KCNH1; P16389 | Potassium voltage-gated channel subfamily A member 2; P17658 | Potassium voltage-gated channel subfamily A member 6; P22001 | Potassium voltage-gated channel subfamily A member 3; P22459 | Potassium voltage-gated channel subfamily A member 4; P22460 | Potassium voltage-gated channel subfamily A member 5; P48547 | Voltage-gated potassium channel KCNC1; P51787 | Potassium voltage-gated channel subfamily KQT member 1; P56696 | Potassium voltage-gated channel subfamily KQT member 4; Q03721 | Voltage-gated potassium channel KCNC4; Q09470 | Potassium voltage-gated channel subfamily A member 1; Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2; Q14003 | Voltage-gated potassium channel KCNC3; Q14721 | Potassium voltage-gated channel subfamily B member 1; Q16322 | Potassium voltage-gated channel subfamily A member 10; Q6PIU1 | Potassium voltage-gated channel subfamily V member 1; Q8NCM2 | Voltage-gated delayed rectifier potassium channel KCNH5; Q8TAE7 | Voltage-gated potassium channel regulatory subunit KCNG3; Q8TDN1 | Voltage-gated potassium channel regulatory subunit KCNG4; Q8TDN2 | Potassium voltage-gated channel subfamily V member 2; Q92953 | Potassium voltage-gated channel subfamily B member 2; Q96KK3 | Delayed-rectifier potassium channel regulatory subunit KCNS1; Q96L42 | Voltage-gated delayed rectifier potassium channel KCNH8; Q96PR1 | Voltage-gated potassium channel KCNC2; Q96RP8 | Potassium voltage-gated channel subfamily A member 7; Q9BQ31 | Delayed-rectifier potassium channel regulatory subunit KCNS3; Q9H252 | Voltage-gated inwardly rectifying potassium channel KCNH6; Q9H3M0 | Voltage-gated potassium channel regulatory subunit KCNF1; Q9NR82 | Potassium voltage-gated channel subfamily KQT member 5; Q9NS40 | Voltage-gated inwardly rectifying potassium channel KCNH7; Q9NSA2 | A-type voltage-gated potassium channel KCND1; Q9NZV8 | A-type voltage-gated potassium channel KCND2; Q9UIX4 | Voltage-gated potassium channel regulatory subunit KCNG1; Q9UJ96 | Voltage-gated potassium channel regulatory subunit KCNG2; Q9UK17 | A-type voltage-gated potassium channel KCND3; Q9ULD8 | Voltage-gated inwardly rectifying potassium channel KCNH3; Q9ULS6 | Delayed-rectifier potassium channel regulatory subunit KCNS2; Q9UQ05 | Voltage-gated delayed rectifier potassium channel KCNH4,BEC1; BEC2; DRK1; EAG1; EAG1 GN; EAG2; ELK1; ELK2; ELK3; ERG; ERG-1; ERG-2; ERG-3; ERG1; ERG2; ERG3; H-ERG; HERG; HGK5; HLK3; HPCN1; HPCN2; HPCN3; KCNA1; KCNA10; KCNA2; KCNA3; KCNA4; KCNA4L; KCNA5; KCNA6; KCNA7; KCNA9; KCNA9 GN; KCNB1; KCNB2; KCNC1; KCNC2; KCNC3; KCNC4; KCND1; KCND2; KCND3; KCNF1; KCNF2; KCNG1; KCNG2; KCNG3; KCNG4; KCNH1; KCNH2; KCNH3; KCNH4; KCNH5; KCNH6; KCNH7; KCNH8; KCNQ1; KCNQ2; KCNQ3; KCNQ4; KCNQ5; KCNS1; KCNS2; KCNS3; KCNV1; KCNV2; KIAA1044; KIAA1144; KIAA1282; KSHIIIC; KSHIIID; KVLQT1; NGK1; NGK2; Synonyms=C1orf30; Synonyms=EAG; Synonyms=EAG2; Synonyms=ERG; Synonyms=KCNA8; Synonyms=KCNF2,CHEMBL3612012,Bioorg Med Chem Lett,2015,Identification of orally-bioavailable antagonists of the TRPV4 ion-channel.,10.1016/j.bmcl.2015.06.098,26235950,1,Scientific Literature,,
