molecule_chembl_id,assay_chembl_id,activity_id,canonical_smiles,assay_description,assay_type,assay_organism,assay_cell_type,assay_tissue,cell_chembl_id,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value,bao_endpoint,target_chembl_id,target_pref_name,target_type,target_organism,target_components,target_gene_symbols,document_chembl_id,document_journal,document_year,document_title,document_doi,document_pubmed_id,source_id,source_description,source_release,source_url,standard_value_num,pchembl_value_num,standard_units_norm,relation_preserved,endpoint_class,standard_value_nM,standard_value_M,p_activity_bound,p_activity_relation,censoring_type,p_ic50_ki,p_ic50_ki_relation,is_percent_inhibition,test_concentration_M,test_concentration_unit,test_concentration_raw_value,test_concentration_method,test_concentration_source,percent_inhibition_value,pseudo_ic50_M_n1,pseudo_pic50_n1,hill_assumed,p_ic50_bound_value,p_ic50_bound_relation,pseudo_ic50_method,p_ic50_bound_method,p_ic50_modeling,p_ic50_modeling_relation,p_ic50_modeling_method,smiles_missing,smiles_is_valid,smiles_validation_method,priority_has_modeled_pic50,priority_score,standard_value_num_median,standard_value_nM_median,standard_value_M_median,p_activity_bound_median,p_ic50_ki_median,pchembl_value_num_median,test_concentration_M_median,test_concentration_raw_value_median,percent_inhibition_value_median,pseudo_ic50_M_n1_median,pseudo_pic50_n1_median,p_ic50_bound_value_median,p_ic50_modeling_median,hill_assumed_median,n_selected_measurements,n_total_measurements_in_group
CHEMBL239510,CHEMBL903096,2010648,C[C@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(C#N)cc3)CC2=O)cc1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,63095.73,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,63095.73,,nm,<,ic50_ki,63095.73,6.309573e-05,4.200000030616179,>,left_censored_upper_bound,4.200000030616179,>,False,,,,,,,,,,,,,,4.200000030616179,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,63095.73,63095.73,6.309573e-05,4.200000030616179,4.200000030616179,,,,,,,,4.200000030616179,,1,1
CHEMBL239596,CHEMBL903410,2020526,CC(C)N1CCN(C2CCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)CC1,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,98.1,nM,=,,7.01,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139118,Bioorg Med Chem Lett,2007,"A novel, non-substrate-based series of glycine type 1 transporter inhibitors derived from high-throughput screening.",10.1016/j.bmcl.2006.12.109,17257843.0,1,Scientific Literature,,,98.1,7.01,nm,=,ic50_ki,98.1,9.81e-08,7.008330992620052,=,uncensored_or_approx,7.008330992620052,=,False,,,,,,,,,,,,,,7.008330992620052,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,98.1,98.1,9.81e-08,7.008330992620052,7.008330992620052,7.01,,,,,,,7.008330992620052,,1,1
CHEMBL239598,CHEMBL903410,2020525,CC1CC(N2CCN(C3CCc4ccc(OCc5noc(-c6ccc(Cl)cc6)n5)cc43)CC2)CC1C,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,261.0,nM,=,,6.58,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139118,Bioorg Med Chem Lett,2007,"A novel, non-substrate-based series of glycine type 1 transporter inhibitors derived from high-throughput screening.",10.1016/j.bmcl.2006.12.109,17257843.0,1,Scientific Literature,,,261.0,6.58,nm,=,ic50_ki,261.0,2.61e-07,6.583359492661719,=,uncensored_or_approx,6.583359492661719,=,False,,,,,,,,,,,,,,6.583359492661719,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,261.0,261.0,2.61e-07,6.583359492661719,6.583359492661719,6.58,,,,,,,6.583359492661719,,1,1
CHEMBL239601,CHEMBL903410,2020522,OCC1(N2CCN(C3CCc4ccc(OCc5noc(-c6ccccc6F)n5)cc43)CC2)CCCC1,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,709.0,nM,=,,6.15,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139118,Bioorg Med Chem Lett,2007,"A novel, non-substrate-based series of glycine type 1 transporter inhibitors derived from high-throughput screening.",10.1016/j.bmcl.2006.12.109,17257843.0,1,Scientific Literature,,,709.0,6.15,nm,=,ic50_ki,709.0,7.09e-07,6.149353764816934,=,uncensored_or_approx,6.149353764816934,=,False,,,,,,,,,,,,,,6.149353764816934,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,709.0,709.0,7.09e-07,6.149353764816934,6.149353764816934,6.15,,,,,,,6.149353764816934,,1,1
CHEMBL239603,CHEMBL903410,2020513,OCC1CCCN(CCCC2CCCc3ccc(OCc4noc(-c5ccc(Cl)cc5)n4)cc32)C1,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,206.0,nM,=,,6.69,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139118,Bioorg Med Chem Lett,2007,"A novel, non-substrate-based series of glycine type 1 transporter inhibitors derived from high-throughput screening.",10.1016/j.bmcl.2006.12.109,17257843.0,1,Scientific Literature,,,219.0,6.66,nm,=,ic50_ki,219.0,2.1900000000000002e-07,6.6595558851598815,=,uncensored_or_approx,6.6595558851598815,=,False,,,,,,,,,,,,,,6.6595558851598815,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,219.0,219.0,2.1900000000000002e-07,6.6595558851598815,6.6595558851598815,6.66,,,,,,,6.6595558851598815,,5,5
CHEMBL239605,CHEMBL903410,2020518,OCC1CCCN(CCCC2CCCc3ccc(OCc4ccc(-c5ccccc5F)cn4)cc32)C1,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,410.0,nM,=,,6.39,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139118,Bioorg Med Chem Lett,2007,"A novel, non-substrate-based series of glycine type 1 transporter inhibitors derived from high-throughput screening.",10.1016/j.bmcl.2006.12.109,17257843.0,1,Scientific Literature,,,410.0,6.39,nm,=,ic50_ki,410.0,4.1000000000000004e-07,6.3872161432802645,=,uncensored_or_approx,6.3872161432802645,=,False,,,,,,,,,,,,,,6.3872161432802645,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,410.0,410.0,4.1000000000000004e-07,6.3872161432802645,6.3872161432802645,6.39,,,,,,,6.3872161432802645,,1,1
CHEMBL239724,CHEMBL903096,2010646,C[C@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2=O)cc1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,31622.78,nM,=,,4.5,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,31622.78,4.5,nm,=,ic50_ki,31622.78,3.1622780000000004e-05,4.499999953328896,=,uncensored_or_approx,4.499999953328896,=,False,,,,,,,,,,,,,,4.499999953328896,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,31622.78,31622.78,3.1622780000000004e-05,4.499999953328896,4.499999953328896,4.5,,,,,,,4.499999953328896,,1,1
CHEMBL239744,CHEMBL903096,2010631,O=C(c1ccc(Cl)cc1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,3981.07,nM,=,,5.4,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,3981.07,5.4,nm,=,ic50_ki,3981.07,3.98107e-06,5.40000018605658,=,uncensored_or_approx,5.40000018605658,=,False,,,,,,,,,,,,,,5.40000018605658,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,3981.07,3981.07,3.98107e-06,5.40000018605658,5.40000018605658,5.4,,,,,,,5.40000018605658,,1,1
CHEMBL23979,CHEMBL682313,695397,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,Binding affinity towards human ERG potassium ion channel was determined,B,,,,,Ki,5700.0,nM,=,,5.24,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1147603,Bioorg Med Chem Lett,2004,Fluoropyrrolidine amides as dipeptidyl peptidase IV inhibitors.,10.1016/j.bmcl.2003.12.040,14980678.0,1,Scientific Literature,,,5700.0,5.24,nm,=,ic50_ki,5700.0,5.7000000000000005e-06,5.2441251443275085,=,uncensored_or_approx,5.2441251443275085,=,False,,,,,,,,,,,,,,5.2441251443275085,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,12,5700.0,5700.0,5.7000000000000005e-06,5.2441251443275085,5.2441251443275085,5.24,,,,,,,5.2441251443275085,,1,1
CHEMBL23979,CHEMBL768689,331197,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,Binding affinity for Potassium channel HERG Kv11.1,B,Homo sapiens,,,,Ki,5700.0,nM,=,,5.24,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1146708,Bioorg Med Chem Lett,2004,4-Amino cyclohexylglycine analogues as potent dipeptidyl peptidase IV inhibitors.,10.1016/j.bmcl.2003.10.016,14684294.0,1,Scientific Literature,,,5700.0,5.24,nm,=,ic50_ki,5700.0,5.7000000000000005e-06,5.2441251443275085,=,uncensored_or_approx,5.2441251443275085,=,False,,,,,,,,,,,,,,5.2441251443275085,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,5700.0,5700.0,5.7000000000000005e-06,5.2441251443275085,5.2441251443275085,5.24,,,,,,,5.2441251443275085,,1,1
CHEMBL23981,CHEMBL682313,699831,N[C@H](C(=O)N1CC[C@@H](F)C1)C1CCCCC1,Binding affinity towards human ERG potassium ion channel was determined,B,,,,,Ki,90000.0,nM,>,,,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1147603,Bioorg Med Chem Lett,2004,Fluoropyrrolidine amides as dipeptidyl peptidase IV inhibitors.,10.1016/j.bmcl.2003.12.040,14980678.0,1,Scientific Literature,,,90000.0,,nm,>,ic50_ki,90000.0,9e-05,4.045757490560675,<,right_censored_lower_bound,4.045757490560675,<,False,,,,,,,,,,,,,,4.045757490560675,<,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,10,90000.0,90000.0,9e-05,4.045757490560675,4.045757490560675,,,,,,,,4.045757490560675,,1,1
CHEMBL239963,CHEMBL903096,2010630,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OC3CCN(C4CCCC4)CC3)cc2)C(=O)C1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,19952.62,nM,=,,4.7,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,19952.62,4.7,nm,=,ic50_ki,19952.62,1.995262e-05,4.70000006855703,=,uncensored_or_approx,4.70000006855703,=,False,,,,,,,,,,,,,,4.70000006855703,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,19952.62,19952.62,1.995262e-05,4.70000006855703,4.70000006855703,4.7,,,,,,,4.70000006855703,,1,1
CHEMBL239964,CHEMBL903096,2010629,N#Cc1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCCC5)CC4)cc3)C(=O)C2)cc1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,63095.73,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,63095.73,,nm,<,ic50_ki,63095.73,6.309573e-05,4.200000030616179,>,left_censored_upper_bound,4.200000030616179,>,False,,,,,,,,,,,,,,4.200000030616179,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,63095.73,63095.73,6.309573e-05,4.200000030616179,4.200000030616179,,,,,,,,4.200000030616179,,1,1
CHEMBL239975,CHEMBL903096,2010673,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,31622.78,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,31622.78,,nm,<,ic50_ki,31622.78,3.1622780000000004e-05,4.499999953328896,>,left_censored_upper_bound,4.499999953328896,>,False,,,,,,,,,,,,,,4.499999953328896,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,31622.78,31622.78,3.1622780000000004e-05,4.499999953328896,4.499999953328896,,,,,,,,4.499999953328896,,1,1
CHEMBL240141,CHEMBL903096,2010660,N#Cc1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCC4)cc3)C(=O)C2)cc1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,15848.93,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,15848.93,,nm,<,ic50_ki,15848.93,1.5848930000000002e-05,4.800000052738446,>,left_censored_upper_bound,4.800000052738446,>,False,,,,,,,,,,,,,,4.800000052738446,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,15848.93,15848.93,1.5848930000000002e-05,4.800000052738446,4.800000052738446,,,,,,,,4.800000052738446,,1,1
CHEMBL240178,CHEMBL903096,2010628,CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCCC5)CC4)cc3)C(=O)C2)cc1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,63095.73,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,63095.73,,nm,<,ic50_ki,63095.73,6.309573e-05,4.200000030616179,>,left_censored_upper_bound,4.200000030616179,>,False,,,,,,,,,,,,,,4.200000030616179,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,63095.73,63095.73,6.309573e-05,4.200000030616179,4.200000030616179,,,,,,,,4.200000030616179,,1,1
CHEMBL240185,CHEMBL903096,2010672,O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,50118.72,nM,=,,4.3,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,50118.72,4.3,nm,=,ic50_ki,50118.72,5.0118720000000007e-05,4.300000029139088,=,uncensored_or_approx,4.300000029139088,=,False,,,,,,,,,,,,,,4.300000029139088,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,50118.72,50118.72,5.0118720000000007e-05,4.300000029139088,4.300000029139088,4.3,,,,,,,4.300000029139088,,1,1
CHEMBL240187,CHEMBL903096,2010670,CS(=O)(=O)c1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,63095.73,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,63095.73,,nm,<,ic50_ki,63095.73,6.309573e-05,4.200000030616179,>,left_censored_upper_bound,4.200000030616179,>,False,,,,,,,,,,,,,,4.200000030616179,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,63095.73,63095.73,6.309573e-05,4.200000030616179,4.200000030616179,,,,,,,,4.200000030616179,,1,1
CHEMBL240246,CHEMBL886667,2023208,O=S(=O)(c1ccc(F)cc1)c1ccc(CCc2ccc(F)cc2)cn1,Displacement of [3H]dofetilide from hERG expressed in HEK cells,B,Homo sapiens,HEK293,,CHEMBL3307715,Ki,6900.0,nM,=,,5.16,BAO_0000192,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1139157,Bioorg Med Chem Lett,2007,"2,5-Disubstituted pyridines: the discovery of a novel series of 5-HT2A ligands.",10.1016/j.bmcl.2007.01.098,17314044.0,1,Scientific Literature,,,6900.0,5.16,nm,=,ic50_ki,6900.0,6.900000000000001e-06,5.161150909262744,=,uncensored_or_approx,5.161150909262744,=,False,,,,,,,,,,,,,,5.161150909262744,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,6900.0,6900.0,6.900000000000001e-06,5.161150909262744,5.161150909262744,5.16,,,,,,,5.161150909262744,,1,1
CHEMBL240352,CHEMBL903096,2010658,O=C(c1ccc(F)cc1F)N1CCN(c2ccc(OCCCN3CCCC3)cc2)C(=O)C1,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,15848.93,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,15848.93,,nm,<,ic50_ki,15848.93,1.5848930000000002e-05,4.800000052738446,>,left_censored_upper_bound,4.800000052738446,>,False,,,,,,,,,,,,,,4.800000052738446,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,15848.93,15848.93,1.5848930000000002e-05,4.800000052738446,4.800000052738446,,,,,,,,4.800000052738446,,1,1
CHEMBL240393,CHEMBL903096,2010669,CS(=O)(=O)c1cccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)c1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,63095.73,nM,<,,,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,63095.73,,nm,<,ic50_ki,63095.73,6.309573e-05,4.200000030616179,>,left_censored_upper_bound,4.200000030616179,>,False,,,,,,,,,,,,,,4.200000030616179,>,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,14,63095.73,63095.73,6.309573e-05,4.200000030616179,4.200000030616179,,,,,,,,4.200000030616179,,1,1
CHEMBL240394,CHEMBL903096,2010668,O=C(c1cc(F)cc(F)c1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO,Displacement of [3H]dofetilide from hERG expressed in CHOK1 cells,B,Homo sapiens,CHO-K1,,CHEMBL3307512,IC50,39810.72,nM,=,,4.4,BAO_0000190,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,SINGLE PROTEIN,Homo sapiens,Q12809 | Voltage-gated inwardly rectifying potassium channel KCNH2,ERG; ERG-1; ERG1; H-ERG; HERG; KCNH2; Synonyms=ERG,CHEMBL1138361,J Med Chem,2007,4-acyl-1-(4-aminoalkoxyphenyl)-2-ketopiperazines as a novel class of non-brain-penetrant histamine H3 receptor antagonists.,10.1021/jm0708228,18052318.0,1,Scientific Literature,,,39810.72,4.4,nm,=,ic50_ki,39810.72,3.981072e-05,4.399999967876858,=,uncensored_or_approx,4.399999967876858,=,False,,,,,,,,,,,,,,4.399999967876858,=,measured_ic50_or_ki,False,True,regex_fallback_no_rdkit,1,16,39810.72,39810.72,3.981072e-05,4.399999967876858,4.399999967876858,4.4,,,,,,,4.399999967876858,,1,1
